No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Komus Dua;7107050001;Komus Ii;71.08.05.2007
2;Solo;7107050002;Solo;71.08.05.2001
3;Inomunga;7107050003;Inomunga;71.08.05.2006
4;Boroko;7107050004;Boroko;71.08.05.2002
5;Boroko Timur;7107050005;Boroko Timur;71.08.05.2008
6;Bigo;7107050006;Bigo;71.08.05.2003
7;Kuala;7107050007;Kuala;71.08.05.2004
8;Pontak;7107050008;Pontak;71.08.05.2005
9;Kuala Utara;7107050009;Kuala Utara;71.08.05.2009
10;Komus Dua Timur;7107050010;Komus Dua Timur;71.08.05.2015
11;Inomunga Utara;7107050011;Inomunga Utara;71.08.05.2014
12;Bigo Selatan;7107050012;Bigo Selatan;71.08.05.2012
13;Soligir;7107050013;Soligir;71.08.05.2013
14;Boroko Utara;7107050014;Boroko Utara;71.08.05.2011
15;Gihang;7107050015;Gihang;71.08.05.2010
