No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Gunung Meriah;1212010;Gunung Meriah;12.07.01
2;Sinembah Tanjung Muda Hulu;1212020;Stm Hulu;12.07.20
3;Sibolangit;1212030;Sibolangit;12.07.03
4;Kutalimbaru;1212040;Kutalimbaru;12.07.04
5;Pancur Batu;1212050;Pancur Batu;12.07.05
6;Namo Rambe;1212060;Namorambe;12.07.06
7;Biru-biru;1212070;Sibiru-biru;12.07.07
8;Sinembah Tanjung Muda Hilir;1212080;Stm Hilir;12.07.08
9;Bangun Purba;1212090;Bangun Purba;12.07.09
10;Galang;1212190;Galang;12.07.19
11;Tanjung Morawa;1212200;Tanjung Morawa;12.07.02
12;Patumbak;1212210;Patumbak;12.07.21
13;Deli Tua;1212220;Deli Tua;12.07.22
14;Sunggal;1212230;Sunggal;12.07.23
15;Hamparan Perak;1212240;Hamparan Perak;12.07.24
16;Labuhan Deli;1212250;Labuhan Deli;12.07.25
17;Percut Sei Tuan;1212260;Percut Sei Tuan;12.07.26
18;Batang Kuis;1212270;Batang Kuis;12.07.27
19;Pantai Labu;1212280;Pantai Labu;12.07.32
20;Beringin;1212290;Beringin;12.07.33
21;Lubuk Pakam;1212300;Lubuk Pakam;12.07.28
22;Pagar Merbau;1212310;Pagar Merbau;12.07.31
