No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Silat Hilir;6108010;Silat Hilir;61.06.15
2;Silat Hulu;6108020;Silat Hulu;61.06.16
3;Hulu Gurung;6108030;Hulu Gurung;61.06.08
4;Bunut Hulu;6108040;Bunut Hulu;61.06.06
5;Mentebah;6108050;Mentebah;61.06.20
6;Bika;6108060;Bika;61.06.02
7;Kalis;6108070;Kalis;61.06.18
8;Putussibau Selatan;6108080;Putussibau Selatan;61.06.17
9;Putussibau Selatan;6108080;Putussibau Selatan;61.06.17
10;Embaloh Hilir;6108090;Embaloh Hilir;61.06.03
11;Bunut Hilir;6108100;Bunut Hilir;61.06.05
12;Boyan Tanjung;6108110;Boyan Tanjung;61.06.19
13;Pengkadan;6108120;Pengkadan;61.06.21
14;Jongkong;6108130;Jongkong;61.06.07
15;Selimbau;6108140;Selimbau;61.06.09
16;Selimbau;6108140;Selimbau;61.06.09
17;Suhaid;6108150;Suhaid;61.06.22
18;Seberuang;6108160;Seberuang;61.06.11
19;Semitau;6108170;Semitau;61.06.10
20;Empanang;6108180;Empanang;61.06.13
21;Puring Kencana;6108190;Puring Kencana;61.06.23
22;Badau;6108200;Badau;61.06.14
23;Batang Lupar;6108210;Batang Lupar;61.06.12
24;Embaloh Hulu;6108220;Embaloh Hulu;61.06.04
25;Putussibau Utara;6108230;Putussibau Utara;61.06.01
