No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Kolbano;5304071001;Kolbano;53.02.19.2001
2;Noesiu;5304071002;Noesiu;53.02.19.2002
3;Pene Selatan;5304071003;Pene Selatan;53.02.19.2003
4;Oetuke;5304071004;Oetuke;53.02.19.2004
5;Babuin;5304071005;Babuin;53.02.19.2005
6;Oeleu;5304071006;Oeleu;53.02.19.2006
7;Sei;5304071007;Se'i;53.02.19.2007
8;Nununamat;5304071008;Nununamat;53.02.19.2008
9;Pana;5304071009;Pana;53.02.19.2009
10;Haunobenak;5304071010;Haunobenak;53.02.19.2010
11;Ofu;5304071011;Ofu;53.02.19.2011
12;Spaha;5304071012;Spaha;53.02.19.2012
