No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Margo Rukun;1507021001;Margo Rukun;15.06.13.2005
2;Sungai Rambai;1507021002;Sungairambai;15.06.13.2004
3;Teluk Ketapang;1507021003;Telukketapang;15.06.13.2003
4;Sungai Kayu Aro;1507021004;Sungaikayu Aro;15.06.13.2002
5;Senyerang;1507021005;Senyerang;15.06.13.1001
6;Lumahan;1507021006;Lumahan;15.06.13.2007
7;Kempas Jaya;1507021007;Kempas Jaya;15.06.13.2006
8;Sungsang;1507021008;Sungsang;15.06.13.2009
9;Sungai Kepayang;1507021009;Sungaikepayang;15.06.13.2010
10;Sungai Landak;1507021010;Sungailandak;15.06.13.2008
