No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Kendahe Dua;7103110001;---;---
2;Kendahe Satu;7103110002;Kendahe I;71.03.16.2001
3;Talawid;7103110003;Talawid;71.03.16.2003
4;Tarianglama;7103110004;Tariang Lama;71.03.16.2004
5;Pempalaraeng;7103110005;Pempalaraeng;71.03.16.2005
6;Mohongsawang;7103110006;Mohong Sawang;71.03.16.2006
7;Lipaeng;7103110007;Lipang;71.03.16.2007
8;Kawaluso;7103110008;Kawaluso;71.03.16.2008
