No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Kayu Arang;1903010010;Kayu Arang;19.05.04.2003
2;Mancung;1903010011;Mancung;19.05.04.2002
3;Sinar Sari;1903010012;Sinar Sari;19.05.04.2007
4;Kelapa;1903010013;Kelapa;19.05.04.1001
5;Beruas;1903010014;Beruas;19.05.04.2008
6;Pusuk;1903010015;Pusuk;19.05.04.2004
7;Tebing;1903010016;Tebing;19.05.04.2009
8;Air Bulin;1903010017;Air Bulin;19.05.04.2013
9;Dendang;1903010018;Dendang;19.05.04.2005
10;Kacung;1903010019;Kacung;19.05.04.2006
11;Terentang;1903010020;Terentang;19.05.04.2010
12;Tugang;1903010021;Tugang;19.05.04.2012
13;Tuik;1903010022;Tuik;19.05.04.2011
14;Pangkal Beras;1903010023;Pangkal Beras;19.05.04.2014
