No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Tempursari;3508010;Tempursari;35.08.01
2;Pronojiwo;3508020;Pronojiwo;35.08.02
3;Candipuro;3508030;Candipuro;35.08.03
4;Pasirian;3508040;Pasirian;35.08.04
5;Tempeh;3508050;Tempeh;35.08.05
6;Lumajang;3508060;Lumajang;35.08.10
7;Sumbersuko;3508061;Sumbersuko;35.08.21
8;Tekung;3508070;Tekung;35.08.09
9;Kunir;3508080;Kunir;35.08.06
10;Yosowilangun;3508090;Yosowilangun;35.08.07
11;Rowokangkung;3508100;Rowokangkung;35.08.08
12;Jatiroto;3508110;Jatiroto;35.08.17
13;Randuagung;3508120;Randuagung;35.08.18
14;Sukodono;3508130;Sukodono;35.08.15
15;Padang;3508140;Padang;35.08.14
16;Pasrujambe;3508150;Pasrujambe;35.08.11
17;Senduro;3508160;Senduro;35.08.12
18;Gucialit;3508170;Gucialit;35.08.13
19;Kedungjajang;3508180;Kedungjajang;35.08.16
20;Klakah;3508190;Klakah;35.08.19
21;Ranuyoso;3508200;Ranuyoso;35.08.20
