No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Tanjung Sakti Pumi;1604011;Tanjung Sakti Pumi;16.04.24
2;Tanjung Sakti Pumu;1604012;Tanjungsakti Pumu;16.04.01
3;Kota Agung;1604040;Kota Agung;16.04.07
4;Mulak Ulu;1604041;Mulak Ulu;16.04.15
5;Tanjung Tebat;1604042;Tanjungtebat;16.04.27
6;Mulak Sebingkai;1604043;Mulak Sebingkai;16.04.30
7;Pulau Pinang;1604050;Pulaupinang;16.04.08
8;Pagar Gunung;1604051;Pagar Gunung;16.04.22
9;Gumay Ulu;1604052;Gumay Ulu;16.04.25
10;Jarai;1604060;Jarai;16.04.06
11;Pajar Bulan;1604061;Pajar Bulan;16.04.12
12;Muara Payang;1604062;Muarapayang;16.04.28
13;Sukamerindu;1604063;Sukamerindu;16.04.29
14;Kikim Barat;1604111;Kikim Barat;16.04.19
15;Kikim Timur;1604112;Kikim Timur;16.04.17
16;Kikim Selatan;1604113;Kikim Selatan;16.04.16
17;Kikim Tengah;1604114;Kikim Tengah;16.04.18
18;Lahat;1604120;Lahat;16.04.10
19;Gumay Talang;1604121;Gumay Talang;16.04.21
20;Pseksu;1604122;Pseksu;16.04.20
21;Lahat Selatan;1604123;Lahat Selatan;16.04.31
22;Merapi Barat;1604131;Merapi Barat;16.04.09
23;Merapi Timur;1604132;Merapi Timur;16.04.23
24;Merapi Selatan;1604133;Merapi Selatan;16.04.26
