No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Bonggakaradeng;7318010;Bonggakaradeng;73.18.03
2;Simbuang;7318011;Simbuang;73.18.09
3;Rano;7318012;Rano;73.18.37
4;Mappak;7318013;Mappak;73.18.28
5;Mengkendek;7318020;Mengkendek;73.18.12
6;Gandang Batu Silanan;7318021;Gandangbatu Sillanan;73.18.19
7;Sangalla;7318030;Sangalla;73.18.13
8;Sangala Selatan;7318031;Sangalla Selatan;73.18.33
9;Sangalla Utara;7318032;Sangalla Utara;73.18.34
10;Makale;7318040;Makale;73.18.05
11;Makale Selatan;7318041;Makale Selatan;73.18.29
12;Makale Utara;7318042;Makale Utara;73.18.27
13;Saluputti;7318050;Saluputi;73.18.01
14;Bittuang;7318051;Bittuang;73.18.02
15;Rembon;7318052;Rembon;73.18.20
16;Masanda;7318053;Masanda;73.18.31
17;Malimbong Balepe;7318054;Malimbong Balepe;73.18.35
18;Rantetayo;7318061;Rantetayo;73.18.11
19;Kurra;7318067;Kurra;73.18.38
