No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Tangkil;3201200001;Tangkil;32.01.03.2011
2;Hambalang;3201200002;Hambalang;32.01.03.2013
3;Tajur;3201200003;Tajur;32.01.03.2004
4;Pasir Mukti;3201200004;Pasirmukti;32.01.03.2014
5;Sukahati;3201200005;Sukahati;32.01.03.2012
6;Leuwinutug;3201200006;Leuwinutug;32.01.03.2003
7;Sanja;3201200007;Sanja;32.01.03.2005
8;Karang Asem Barat;3201200008;Karang Asem Barat;32.01.03.1007
9;Karang Asem Timur;3201200009;Karang Asem Timur;32.01.03.2008
10;Tarikolot;3201200010;Tarikolot;32.01.03.2009
11;Gunung Sari;3201200011;Gunungsari;32.01.03.2010
12;Citeureup;3201200012;Citeureup;32.01.03.2002
13;Puspanegara;3201200013;Puspanegara;32.01.03.1006
14;Puspasari;3201200014;Puspasari;32.01.03.2001
