No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Mranggen;3321010;Mranggen;33.21.01
2;Karangawen;3321020;Karangawen;33.21.02
3;Guntur;3321030;Guntur;33.21.03
4;Sayung;3321040;Sayung;33.21.04
5;Karang Tengah;3321050;Karangtengah;33.21.05
6;Bonang;3321060;Bonang;33.21.12
7;Demak;3321070;Demak;33.21.11
8;Wonosalam;3321080;Wonosalam;33.21.06
9;Dempet;3321090;Dempet;33.21.07
10;Kebonagung;3321091;Kebonagung;33.21.14
11;Gajah;3321100;Gajah;33.21.08
12;Karanganyar;3321110;Karanganyar;33.21.09
13;Mijen;3321120;Mijen;33.21.10
14;Wedung;3321130;Wedung;33.21.13
