No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Padang Batung;6306010;Padang Batung;63.06.02
2;Loksado;6306020;Loksado;63.06.10
3;Telaga Langsat;6306030;Telaga Langsat;63.06.03
4;Angkinang;6306040;Angkinang;63.06.04
5;Kandangan;6306050;Kandangan;63.06.05
6;Sungai Raya;6306060;Sungai Raya;63.06.01
7;Simpur;6306070;Simpur;63.06.06
8;Kalumpang;6306080;Kalumpang;63.06.09
9;Daha Selatan;6306090;Daha Selatan;63.06.07
10;Daha Barat;6306091;Daha Barat;63.06.11
11;Daha Utara;6306100;Daha Utara;63.06.08
