No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Jair;9413010;Jair;91.16.05
2;Subur;9413011;Subur;91.16.15
3;Kia;9413013;Ki;91.16.19
4;Mindiptana;9413020;Mindiptana;91.16.02
5;Iniyandit;9413021;Iniyandit;91.16.08
6;Kombut;9413022;Kombut;91.16.07
7;Sesnuk;9413023;Sesnuk;91.16.18
8;Mandobo;9413030;Mandobo;91.16.01
9;Fofi;9413031;Fofi;91.16.10
10;Arimop;9413032;Arimop;91.16.09
11;Kouh;9413040;Kouh;91.16.04
12;Bomakia;9413041;Bomakia;91.16.06
13;Firiwage;9413042;Firiwage;91.16.13
14;Manggelum;9413043;Manggelum;91.16.12
15;Yaniruma;9413044;Yaniruma;91.16.14
16;Kawagit;9413045;Kawagit;91.16.20
17;Kombay;9413046;Kombay;91.16.16
18;Waropko;9413050;Waropko;91.16.03
19;Ambatkwi;9413051;Ambatkwi;91.16.11
20;Ninati;9413052;Ninati;91.16.17
