No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Wosak;9429010;Wosak;91.24.04
2;Moba;9429011;Moba;91.24.28
3;Pija;9429012;Pija;91.24.27
4;Kora;9429013;Kora;91.24.25
5;Kenyam;9429020;Kenyam;91.24.01
6;Mbuwa Tengah;9429021;Mbua Tengah;91.24.23
7;Krepkuri;9429022;Krepkuri;91.24.31
8;Embetpem;9429023;Embetpen;91.24.24
9;Geselma;9429030;Geselma;91.24.05
10;Kilmid;9429031;Kilmid;91.24.14
11;Yenggelo;9429032;Yenggelo;91.24.13
12;Alama;9429033;Alama;91.24.15
13;Meborok;9429034;Mebarok;91.24.12
14;Mapenduma;9429040;Mapenduma;91.24.02
15;Kroptak;9429041;Koroptak;91.24.09
16;Paro;9429042;Paro;91.24.11
17;Kegayem;9429043;Kegayem;91.24.10
18;Mugi;9429050;Mugi;91.24.06
19;Yal;9429051;Yal;91.24.16
20;Mam;9429052;Mam;91.24.17
21;Yigi;9429060;Yigi;91.24.03
22;Dal;9429061;Dal;91.24.18
23;Nirkuri;9429062;Nirkuri;91.24.19
24;Inikgal;9429063;Inikgal;91.24.20
25;Mbuwa;9429070;Mbuwa;91.24.07
26;Iniye;9429071;Iniye;91.24.21
27;Wutpaga;9429072;Wutpaga;91.24.29
28;Nenggeangin;9429073;Nenggeagin;91.24.30
29;Mbulmu Yalma;9429074;Mbulmu Yalma;91.24.22
30;Gearek;9429080;Gearek;91.24.08
31;Pasir Putih;9429081;Pasir Putih;91.24.32
32;Wusi;9429082;Wusi;91.24.26
