No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Mantrijeron;3471010;Mantrijeron;34.71.08
2;Kraton;3471020;Kraton;34.71.09
3;Mergangsan;3471030;Mergangsan;34.71.12
4;Umbulharjo;3471040;Umbulharjo;34.71.13
5;Kotagede;3471050;Kotagede;34.71.14
6;Gondokusuman;3471060;Gondokusuman;34.71.03
7;Danurejan;3471070;Danurejan;34.71.04
8;Pakualaman;3471080;Pakualaman;34.71.11
9;Gondomanan;3471090;Gondomanan;34.71.10
10;Ngampilan;3471100;Ngampilan;34.71.06
11;Wirobrajan;3471110;Wirobrajan;34.71.07
12;Gedong Tengen;3471120;Gedongtengen;34.71.05
13;Jetis;3471130;Jetis;34.71.02
14;Tegalrejo;3471140;Tegalrejo;34.71.01
