No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Pulau Sengkilo;1402030015;Pulau Sengkilo;14.02.03.2007
2;Kota Medan;1402030016;Kota Medan;14.02.03.2008
3;Polak Pisang;1402030017;Polak Pisang;14.02.03.2010
4;Simpang Kota Medan;1402030018;Simpang Kota Medan;14.02.03.2009
5;Tanjung Beludu;1402030019;Tanjung Beludu;14.02.03.2025
6;Pelangko;1402030020;Pelangko;14.02.03.2018
7;Simpang Kelayang;1402030021;Simpang Kelayang;14.02.03.1019
8;Teluk Sejuah;1402030022;Teluk Sejuah;14.02.03.2020
9;Dusun Tua;1402030023;Dusun Tua;14.02.03.2022
10;Bongkal Malang;1402030024;Bongkal Malang;14.02.03.2021
11;Sungai Banyak Ikan;1402030025;Sungai Banyak Ikan;14.02.03.2024
12;Sungai Pasir Putih;1402030026;Sungai Pasir Putih;14.02.03.2026
13;Sungai Golang;1402030027;Sungai Golang;14.02.03.2027
14;Sungai Kuning Benio;1402030028;Sungai Kuning Binio;14.02.03.2029
15;Pasir Beringin;1402030029;Pasir Beringin;14.02.03.2028
16;Bukit Selanjut;1402030030;Bukit Selanjut;14.02.03.2030
17;Dusun Tua Pelang;1402030031;Dusun Tua Pelang;14.02.03.2031
