No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Cibadak;3201161001;Cibadak;32.01.36.2006
2;Tanjung Sari;3201161002;Tanjungsari;32.01.36.2001
3;Sinarsari;3201161003;Sirnasari;32.01.36.2008
4;Sinarrasa;3201161004;Sirnarasa;32.01.36.2010
5;Buanajaya;3201161005;Buanajaya;32.01.36.2009
6;Antajaya;3201161006;Antajaya;32.01.36.2004
7;Pasir Tanjung;3201161007;Pasir Tanjung;32.01.36.2005
8;Tanjung Rasa;3201161008;Tanjungrasa;32.01.36.2003
9;Sukarasa;3201161009;Sukarasa;32.01.36.2007
10;Selawangi;3201161010;Selawangi;32.01.36.2002
