No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Simpang Kiri;1175010;Simpang Kiri;11.75.01
2;Penanggalan;1175020;Penanggalan;11.75.02
3;Rundeng;1175030;Rundeng;11.75.03
4;Sultan Daulat;1175040;Sultan Daulat;11.75.04
5;Longkib;1175050;Longkib;11.75.05
