No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Gurusinga;1211100001;Gurusinga;12.06.02.2002
2;R A Y A;1211100002;R A Y A;12.06.02.2003
3;Rumah Berastagi;1211100003;Rumah Berastagi;12.06.02.2004
4;Tambak Lau Mulgap Ii;1211100004;Tambak Lau Mulgap Ii;12.06.02.1007
5;Gundaling Ii;1211100005;Gundaling Ii;12.06.02.1009
6;Gundaling I;1211100006;Gundaling I;12.06.02.1008
7;Tambak Lau Mulgap I;1211100007;Tambak Lau Mulgap I;12.06.02.1006
8;Sempajaya;1211100008;Sempajaya;12.06.02.2005
9;D A U L U;1211100009;Doulu;12.06.02.2001
10;Lau Gumba;1211100010;Lau Gumba;12.06.02.2010
