No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Muara Pinang;1611010;Muara Pinang;16.11.01
2;Lintang Kanan;1611020;Lintang Kanan;16.11.05
3;Pendopo;1611030;Pendopo;16.11.02
4;Pendopo Barat;1611031;Pendopo Barat;16.11.10
5;Pasemah Air Keruh;1611040;Pasemah Air Keruh;16.11.07
6;Ulu Musi;1611050;Ulu Musi;16.11.03
7;Sikap Dalam;1611051;Sikap Dalam;16.11.08
8;Talang Padang;1611060;Talang Padang;16.11.06
9;Tebing Tinggi;1611070;Tebing Tinggi;16.11.04
10;Saling;1611071;Saling;16.11.09
