No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Plaju Darat;1671031001;Plaju Darat;16.71.14.1002
2;Talang Putri;1671031002;Talang Putri;16.71.14.1006
3;Komperta;1671031003;Komperta;16.71.14.1005
4;Plaju Ilir;1671031004;Plaju Ilir;16.71.14.1003
5;Talang Bubuk;1671031005;Talang Bubuk;16.71.14.1007
6;Plaju Ulu;1671031006;Plaju Ulu;16.71.14.1001
7;Bagus Kuning;1671031007;Bagus Kuning;16.71.14.1004
