No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Ujung Bandar;1213020005;Ujung Bandar;12.05.02.2019
2;Parangguam;1213020006;Parangguam;12.05.02.2021
3;Perkebunan Tambunan;1213020007;Perkebunan Tambunan;12.05.02.2005
4;Lau Tepu;1213020008;Lau Tepu;12.05.02.2020
5;Pama Tambunan;1213020009;Pamah Tambunan;12.05.02.2011
6;Perkebunan Glugur Langkat;1213020010;Perk.gelugur Langkat;12.05.02.2004
7;Bandar Telu;1213020015;---;---
8;Turangi;1213020016;Turangi;12.05.02.2009
9;Ujung Teran;1213020017;Ujung Teran;12.05.02.2010
10;Minta Kasih;1213020018;Minta Kasih;12.05.02.2014
11;Tanjung Langkat;1213020019;Tanjung Langkat;12.05.02.1007
12;Naman Jahe;1213020020;Naman Jahe;12.05.02.2008
13;Perkebunan Tanjung Keliling;1213020021;---;---
14;Ponco Warno;1213020025;Ponco Warno;12.05.02.2023
15;Adin Tengah;1213020026;Adin Tengah;12.05.02.2024
16;Lau Lugur;1213020027;Lau Lugur;12.05.02.2025
17;Pancur Ido;1213020028;Pancur Ido;12.05.02.2026
