No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Hilisimaetano;1214033001;Hilisimaetano;12.14.10.2001
2;Bawogosali;1214033003;Bawogosali;12.14.10.2002
3;Hilifalawu;1214033004;Hilifalawu;12.14.10.2003
4;Sotoo Hilisimaetano;1214033006;Soto'o Hilisimaetano;12.14.10.2012
5;Eho Hilisimaetano;1214033007;Eho Hilisimaetano;12.14.10.2011
6;Samadaya Hilisimaetano;1214033008;Samadaya Hilisimaetano;12.14.10.2005
7;Idala Jaya Hilisimaetano;1214033009;Idala Jaya Hilisimaetano;12.14.10.2006
8;Faomasi Hilisimaetano;1214033010;Faomasi Hilisimaetano;12.14.10.2010
9;Hiliaurifa Hilisimaetano;1214033011;Hiliaurifa Hilisimaetano;12.14.10.2013
10;Ndraso Hilisimaetano;1214033012;Ndraso Hilisimaetano;12.14.10.2009
11;Pekan Hilisimaetano;1214033013;Pekan Hilisimaetano;12.14.10.2007
12;Bonia Hilisimaetano;1214033014;Bonia Hilisimaetano;12.14.10.2008
13;Bawosaodano;1214033015;Bawosaodano;12.14.10.2016
14;Bowohosi;1214033016;---;---
