No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Telaga Sam Sam;1405012001;Telaga Sam-sam;14.08.10.1002
2;Sam Sam;1405012002;Sam-sam;14.08.10.2006
3;Kandis Kota;1405012003;Kandis Kota;14.08.10.1003
4;Kandis;1405012004;Kandis;14.08.10.2005
5;Simpang Belutu;1405012005;Simpang Belutu;14.08.10.1001
6;Belutu;1405012006;Belutu;14.08.10.2004
7;Bekalar;1405012007;Bekalar;14.08.10.2007
8;Jambai Makmur;1405012008;Jambai Makmur;14.08.10.2008
9;Pencing Bekulo;1405012009;Pencing Bekuto;14.08.10.2010
10;Sungai Gondang;1405012010;Sungai Gondang;14.08.10.2009
11;Libo Jaya;1405012011;Libo Jaya;14.08.10.2011
