No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Beurandang;1105120001;Beurandang;11.03.10.2022
2;Alue Geunteng;1105120002;Alue Geunteng;11.03.10.2019
3;Kliet;1105120003;Kliet;11.03.10.2018
4;Tampak;1105120004;Tampak;11.03.10.2017
5;Paya Palas;1105120005;Paya Palas;11.03.10.2016
6;Alue Batee;1105120006;Alue Batee;11.03.10.2021
7;Bhom Lama;1105120007;Bhom Lama;11.03.10.2008
8;Pasie Puteh;1105120008;Pasi Puteh;11.03.10.2009
9;Alue Dua;1105120009;Alue Dua;11.03.10.2010
10;Buket Pala;1105120010;---;---
11;Punti Payong;1105120011;Punti Payong;11.03.10.2015
12;Seumali;1105120012;Seumali;11.03.10.2014
13;Pertamina;1105120013;Pertamina;11.03.10.2020
14;Blang Barom;1105120014;Blang Barom;11.03.10.2005
15;Pulo Blang;1105120015;Pulo Blang;11.03.10.2004
16;Seuneubok Johan;1105120016;Seuneubok Johan;11.03.10.2002
17;Paya Unou;1105120017;Paya Unou;11.03.10.2001
18;Seuneubok Baro;1105120018;Seuneubok Baro;11.03.10.2003
19;Seuneubok Dalam;1105120019;Seuneubok Dalam;11.03.10.2006
20;Seulemak Muda;1105120020;Seuleumak Muda;11.03.10.2007
21;Mata Ie;1105120021;Mata Ie;11.03.10.2012
22;Alue Udep;1105120022;Alue Udep;11.03.10.2013
23;Seumanah Jaya;1105120023;Seumanah Jaya;11.03.10.2024
