No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Karadenan;3201210001;Karadenan;32.01.01.1002
2;Nanggewer;3201210002;Nanggewer;32.01.01.1004
3;Nanggewer Mekar;3201210003;Nanggewer Mekar;32.01.01.1005
4;Cibinong;3201210004;Cibinong;32.01.01.1006
5;Pakansari;3201210005;Pakansari;32.01.01.1007
6;Sukahati;3201210006;Sukahati;32.01.01.1009
7;Tengah;3201210007;Tengah;32.01.01.1008
8;Pondok Rajeg;3201210008;Pondok Rajeg;32.01.01.1001
9;Harapan Jaya;3201210009;Harapanjaya;32.01.01.1003
10;Pabuaran;3201210010;Pabuaran;32.01.01.1012
11;Cirimekar;3201210011;Cirimekar;32.01.01.1011
12;Ciriung;3201210012;Ciriung;32.01.01.1010
13;Pabuaran Mekar;3201210013;Pabuaran Mekar;32.01.01.1013
