No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Jangkat;1502010;Jangkat;15.02.01
2;Jangkat Timur;1502011;Jangkat Timur;15.02.18
3;Muara Siau;1502020;Muara Siau;15.02.03
4;Lembah Masurai;1502021;Lembah Masurai;15.02.09
5;Tiang Pumpung;1502022;Tiang Pumpung;15.02.24
6;Pamenang;1502030;Pamenang;15.02.06
7;Pamenang Barat;1502031;Pamenang Barat;15.02.13
8;Renah Pamenang;1502032;Renah Pamenang;15.02.19
9;Pamenang Selatan;1502033;Pamenang Selatan;15.02.20
10;Bangko;1502040;Bangko;15.02.02
11;Bangko Barat;1502041;Bangko Barat;15.02.10
12;Nalo Tantan;1502042;Nalo Tatan;15.02.11
13;Batang Masumai;1502043;Batang Masumai;15.02.12
14;Sungai Manau;1502050;Sungai Manau;15.02.04
15;Renah Pembarap;1502051;Renah Pembarap;15.02.16
16;Pangkalan Jambu;1502052;Pangkalan Jambu;15.02.17
17;Tabir;1502060;Tabir;15.02.05
18;Tabir Ulu;1502061;Tabir Ulu;15.02.07
19;Tabir Selatan;1502062;Tabir Selatan;15.02.08
20;Tabir Ilir;1502063;Tabir Ilir;15.02.14
21;Tabir Timur;1502064;Tabir Timur;15.02.15
22;Tabir Lintas;1502065;Tabir Lintas;15.02.22
23;Margo Tabir;1502066;Margo Tabir;15.02.21
24;Tabir Barat;1502067;Tabir Barat;15.02.23
