No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Sagalaherang;3213010;Sagalaherang;32.13.01
2;Serangpanjang;3213011;Serangpanjang;32.13.23
3;Jalancagak;3213020;Jalancagak;32.13.12
4;Ciater;3213021;Ciater;32.13.29
5;Cisalak;3213030;Cisalak;32.13.02
6;Kasomalang;3213031;Kasomalang;32.13.26
7;Tanjungsiang;3213040;Tanjungsiang;32.13.14
8;Cijambe;3213050;Cijambe;32.13.19
9;Cibogo;3213060;Cibogo;32.13.17
10;Subang;3213070;Subang;32.13.03
11;Kalijati;3213080;Kalijati;32.13.04
12;Dawuan;3213081;Dawuan;32.13.27
13;Cipeundeuy;3213090;Cipeundeuy;32.13.20
14;Pabuaran;3213100;Pabuaran;32.13.05
15;Patokbeusi;3213110;Patokbeusi;32.13.16
16;Purwadadi;3213120;Purwadadi;32.13.06
17;Cikaum;3213130;Cikaum;32.13.22
18;Pagaden;3213140;Pagaden;32.13.07
19;Pagaden Barat;3213141;Pagaden Barat;32.13.28
20;Cipunagara;3213150;Cipunagara;32.13.18
21;Compreng;3213160;Compreng;32.13.15
22;Binong;3213170;Binong;32.13.08
23;Tambakdahan;3213171;Tambakdahan;32.13.25
24;Ciasem;3213180;Ciasem;32.13.09
25;Pamanukan;3213190;Pamanukan;32.13.11
26;Sukasari;3213191;Sukasari;32.13.24
27;Pusakanagara;3213200;Pusakanagara;32.13.10
28;Pusakajaya;3213201;Pusakajaya;32.13.30
29;Legonkulon;3213210;Legonkulon;32.13.21
30;Blanakan;3213220;Blanakan;32.13.13
