No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Selangit;1605031001;Selangit;16.05.11.1001
2;Taba Remanik;1605031002;Taba Remanik;16.05.11.2005
3;Taba Tengah;1605031003;Taba Tengah;16.05.11.2004
4;Taba Renah;1605031004;Taba Rena;16.05.11.2010
5;Prabu Menang;1605031005;Perabumenang;16.05.11.2009
6;Taba Gindo;1605031006;Taba Gindo;16.05.11.2011
7;Muara Nilau;1605031007;Muara Nilau;16.05.11.2008
8;Karang Panggung;1605031008;Karang Panggung;16.05.11.2007
9;Batu Gane;1605031009;Batu Gane;16.05.11.2006
10;Napal Melintang;1605031010;Napal Melintang;16.05.11.2003
11;Lubuk Ngin;1605031011;Lubuk Ngin;16.05.11.2002
12;Lubuk Ngin Baru;1605031012;Lubuk Ngin Baru;16.05.11.2012
