No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Sabbang;7322010;Sabbang;73.22.04
2;Baebunta;7322020;Baebunta;73.22.11
3;Malangke;7322030;Malangke;73.22.01
4;Malangke Barat;7322031;Malangke Barat;73.22.08
5;Sukamaju;7322040;Sukamaju;73.22.06
6;Bone-bone;7322050;Bone Bone;73.22.02
7;Tana Lili;7322051;Tana Lili;73.22.12
8;Masamba;7322120;Masamba;73.22.03
9;Mappedeceng;7322121;Mappedeceng;73.22.10
10;Rampi;7322122;Rampi;73.22.09
11;Rongkong;7322130;Limbong;73.22.05
12;Seko;7322131;Seko;73.22.07
