No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Fakfak Timur;9101050;Fak-fak Timur;92.03.03
2;Karas;9101051;Karas;92.03.06
3;Fakfak Timur Tengah;9101052;Fakfak Timur Tengah;92.03.12
4;Fakfak;9101060;Fak-fak;92.03.01
5;Fakfak Tengah;9101061;Fak-fak Tengah;92.03.05
6;Pariwari;9101062;Pariwari;92.03.10
7;Fakfak Barat;9101070;Fak-fak Barat;92.03.02
8;Wartutin;9101071;Wartutin;92.03.11
9;Kokas;9101080;Kokas;92.03.04
10;Teluk Patipi;9101081;Teluk Patipi;92.03.09
11;Kramongmongga;9101082;Kramongmongga;92.03.08
12;Bomberay;9101083;Bomberay;92.03.07
13;Arguni;9101084;Arguni;92.03.13
14;Mbahamdandara;9101085;Mbahamdandara;92.03.14
15;Furwagi;9101086;Furwagi;92.03.16
16;Kayauni;9101087;Kayauni;92.03.15
17;Tomage;9101088;Tomage;92.03.17
