No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Bagelang Jaya;6107200001;Begelang Jaya;61.05.05.2005
2;Sumber Sari;6107200002;Sumber Sari;61.05.05.2006
3;Panggi Agung;6107200003;Panggi Agung;61.05.05.2007
4;Kerta Sari;6107200004;Kerta Sari;61.05.05.2008
5;Argomulyo;6107200005;Argo Mulyo;61.05.05.2009
6;Tirta Karya;6107200006;Tirta Karya;61.05.05.2004
7;Panding Jaya;6107200007;Panding Jaya;61.05.05.2003
8;Tanjung Sari;6107200008;Tanjung Sari;61.05.05.2002
9;Wirayuda;6107200009;Wirayuda;61.05.05.2001
10;Swadaya;6107200010;Swadaya;61.05.05.2011
11;Margahayu;6107200011;Margahayu;61.05.05.2012
12;Gut Jaya Bakti;6107200012;Gut Jaya Bhakti;61.05.05.2013
13;Wana Bakti;6107200013;Wana Bhakti;61.05.05.2010
14;Landau Buaya;6107200014;Landau Buaya;61.05.05.2014
15;Kayu Dujung;6107200015;Kayu Dujung;61.05.05.2015
16;Senangan Kecil;6107200016;Senangan Kecil;61.05.05.2016
17;Sungai Areh;6107200017;Sungai Areh;61.05.05.2017
18;Mungguk Gelombang;6107200018;Mungguk Gelombang;61.05.05.2018
19;Mungguk Lawang;6107200019;Mungguk Lawang;61.05.05.2019
20;Nanga Kelapan;6107200020;Nanga Kelapan;61.05.05.2020
21;Panggi Ruguk;6107200021;Panggi Ruguk;61.05.05.2021
22;Bakti Senabung;6107200022;Bakti Senabung;61.05.05.2022
23;Engkitan;6107200023;Engkitan;61.05.05.2023
24;Landau Temiang;6107200024;Landau Temiang;61.05.05.2024
25;Padung Kumang;6107200025;Padung Kumang;61.05.05.2025
26;Radin Jaya;6107200026;Radin Jaya;61.05.05.2026
27;Senangan Jaya;6107200027;Senangan Jaya;61.05.05.2027
28;Kubu Berangan;6107200028;Kubu Berangan;61.05.05.2028
29;Semareh;6107200029;Semareh;61.05.05.2029
