No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Batu Gajah;1221050001;Batu Gajah;12.21.08.2035
2;Hapung;1221050002;Hapung;12.21.08.2007
3;Hapung Torop;1221050003;Hapung Torop;12.21.08.2034
4;Bonan Dolok;1221050004;Bonan Dolok;12.21.08.2010
5;Mandian;1221050038;Mandian;12.21.08.2009
6;Parapat;1221050039;Parapat;12.21.08.2005
7;Handio;1221050040;Handio;12.21.08.2039
8;Horuan;1221050041;Horuon;12.21.08.2037
9;Harang Jae;1221050042;Harang Jae;12.21.08.2036
10;Harang Julu;1221050043;Harang Julu;12.21.08.2004
11;Gunung Tua;1221050044;Gunung Tua;12.21.08.2038
12;Pasir Julu;1221050045;Pasir Julu;12.21.08.2033
13;Lumban Huayan;1221050046;Lumban Huayan;12.21.08.2032
14;Siborna Bunut;1221050047;---;---
15;Mananti Sosa Julu;1221050048;Mananti Sosa Julu;12.21.08.2026
16;Huta Imbaru;1221050049;Hutaimbaru;12.21.08.2011
17;Sisoma;1221050050;Sisoma;12.21.08.2013
18;Mondang;1221050051;Mondang;12.21.08.2012
19;Simarancar;1221050052;Simarancar;12.21.08.2016
20;Huta Raja Lama;1221050053;Huta Raja Lamo;12.21.08.2017
21;Tanjung Botung Sosa Jae;1221050057;Tanjung Botung Sosa Jae;12.21.08.2018
22;Aek Tinga;1221050079;Aek Tinga;12.21.08.2014
23;Gunung Baringin;1221050080;Gunung Baringin;12.21.08.2015
24;Pasar Ujung Batu;1221050082;Pasar Ujung Batu;12.21.08.2006
25;Ujung Batu;1221050083;Ujung Batu;12.21.08.2019
26;Janji Raja;1221050084;Janjiraja;12.21.08.2020
27;Rao Rao Dolok;1221050085;Rao-rao Dolok;12.21.08.2021
28;Parau Sorat;1221050086;Parau Sorat;12.21.08.2022
29;Aer Bale;1221050087;Aer Bale;12.21.08.2023
30;Tanjung Bale;1221050088;Tanjung Bale;12.21.08.2024
31;Ampolu;1221050089;Ampolu;12.21.08.2025
32;Siginduang;1221050090;Siginduang;12.21.08.2027
33;Ramba;1221050091;Ramba;12.21.08.2028
34;Roburan;1221050092;Roburan;12.21.08.2029
35;Tanjung;1221050093;Tanjung;12.21.08.2030
36;Hurung Jilok;1221050094;Hurung Jilok;12.21.08.2002
37;Pasir Jae;1221050095;Pasir Jae;12.21.08.2003
38;Sungai Jior;1221050096;Sungai Jior;12.21.08.2031
39;Plasma Mondang;1221050097;---;---
