No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Sawang;1111010;Sawang;11.08.15
2;Nisam;1111020;Nisam;11.08.16
3;Nisam Antara;1111021;Nisam Antara;11.08.27
4;Banda Baro;1111022;Banda Baro;11.08.26
5;Kuta Makmur;1111030;Kuta Makmur;11.08.03
6;Simpang Keramat;1111031;Simpang Kramat;11.08.22
7;Syamtalira Bayu;1111040;Syamtalira Bayu;11.08.11
8;Geureudong Pase;1111041;Geuredong Pase;11.08.25
9;Meurah Mulia;1111050;Meurah Mulia;11.08.07
10;Matangkuli;1111060;Matangkuli;11.08.05
11;Paya Bakong;1111061;Paya Bakong;11.08.20
12;Pirak Timu;1111062;Pirak Timur;11.08.24
13;Cot Girek;1111070;Cot Girek;11.08.17
14;Tanah Jambo Aye;1111080;T. Jambo Aye;11.08.14
15;Langkahan;1111081;Langkahan;11.08.18
16;Seunuddon;1111090;Seunuddon;11.08.09
17;Baktiya;1111100;Baktiya;11.08.01
18;Baktiya Barat;1111101;Baktiya Barat;11.08.19
19;Lhoksukon;1111110;Lhoksukon;11.08.04
20;Tanah Luas;1111120;Tanah Luas;11.08.12
21;Nibong;1111121;Nibong;11.08.21
22;Samudera;1111130;Samudera;11.08.08
23;Syamtalira Aron;1111140;Syamtalira Aron;11.08.10
24;Tanah Pasir;1111150;Tanah Pasir;11.08.13
25;Lapang;1111151;Lapang;11.08.23
26;Muara Batu;1111160;Muara Batu;11.08.06
27;Dewantara;1111170;Dewantara;11.08.02
