No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Silimakuta;1209010;Silimakuta;12.08.25
2;Pematang Silimahuta;1209011;Pamatang Silima Huta;12.08.31
3;Purba;1209020;Purba;12.08.14
4;Haranggaol Horison;1209021;Haranggaol Horison;12.08.15
5;Sidamanik;1209040;Sidamanik;12.08.09
6;Pematang Sidamanik;1209041;Pematang Sidamanik;12.08.10
7;Girsang Sipangan Bolon;1209050;Girsang Sipangan Bolon;12.08.16
8;Tanah Jawa;1209060;Tanah Jawa;12.08.11
9;Hatonduhan;1209061;Hatonduhan;12.08.12
10;Dolok Panribuan;1209070;Dolok Panribuan;12.08.13
11;Jorlang Hataran;1209080;Jorlang Hataran;12.08.06
12;Panei;1209090;Panei;12.08.04
13;Panombean Panei;1209091;Panombeian Pane;12.08.05
14;Raya;1209100;Raya;12.08.29
15;Dolog Masagal;1209101;Dolog Masagal;12.08.32
16;Dolok Silau;1209110;Dolok Silau;12.08.26
17;Silau Kahean;1209120;Silou Kahean;12.08.27
18;Raya Kahean;1209130;Raya Kahean;12.08.07
19;Tapian Dolok;1209140;Tapian Dolok;12.08.28
20;Dolok Batu Nanggar;1209150;Dolok Batu Nanggar;12.08.17
21;Siantar;1209160;Siantar;12.08.01
22;Gunung Malela;1209161;Gunung Malela;12.08.02
23;Gunung Maligas;1209162;Gunung Maligas;12.08.03
24;Hutabayu Raja;1209170;Huta Bayu Raja;12.08.18
25;Jawa Maraja Bah Jambi;1209171;Jawa Maraja Bah Jambi;12.08.19
26;Pematang Bandar;1209180;Pematang Bandar;12.08.21
27;Bandar Huluan;1209181;Bandar Huluan;12.08.22
28;Bandar;1209190;Bandar;12.08.23
29;Bandar Masilam;1209191;Bandar Masilam;12.08.24
30;Bosar Maligas;1209200;Bosar Maligas;12.08.08
31;Ujung Padang;1209210;Ujung Padang;12.08.30
