No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Fafurwar;9104010;Fafurwar;92.06.08
2;Babo;9104020;Babo;92.06.03
3;Sumuri;9104021;Sumuri;92.06.14
4;Aroba;9104022;Aroba;92.06.16
5;Kaitaro;9104023;Kaitaro;92.06.15
6;Kuri;9104030;Kuri;92.06.10
7;Wamesa;9104040;Wamesa;92.06.07
8;Bintuni;9104050;Bintuni;92.06.01
9;Manimeri;9104051;Manimeri;92.06.11
10;Tuhiba;9104052;Tuhiba;92.06.12
11;Dataran Beimes;9104053;Dataran Beimes;92.06.13
12;Tembuni;9104060;Tembuni;92.06.09
13;Aranday;9104070;Aranday;92.06.04
14;Kamundan;9104071;Kamundan;92.06.20
15;Tomu;9104072;Tomu;92.06.19
16;Weriagar;9104073;Weriagar;92.06.21
17;Moskona Selatan;9104080;Moskona Selatan;92.06.05
18;Meyado;9104081;Meyado;92.06.23
19;Moskona Barat;9104082;Moskona Barat;92.06.22
20;Merdey;9104090;Merdey;92.06.02
21;Biscoop;9104091;Biscoop;92.06.18
22;Masyeta;9104092;Masyeta;92.06.17
23;Moskona Utara;9104100;Moskona Utara;92.06.06
24;Moskona Timur;9104101;Moskona Timur;92.06.24
