No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Peranap;1402010;Peranap;14.02.05
2;Batang Peranap;1402011;Batang Peranap;14.02.14
3;Seberida;1402020;Siberida;14.02.06
4;Batang Cenaku;1402021;Batang Cenaku;14.02.07
5;Batang Gansal;1402022;Batang Gangsal;14.02.08
6;Kelayang;1402030;Kelayang;14.02.03
7;Rakit Kulim;1402031;Rakit Kulim;14.02.13
8;Pasir Penyu;1402040;Pasir Penyu;14.02.04
9;Lirik;1402041;Lirik;14.02.09
10;Sungai Lala;1402042;Sungai Lala;14.02.11
11;Lubuk Batu Jaya;1402043;Lubuk Batu Jaya;14.02.12
12;Rengat Barat;1402050;Rengat Barat;14.02.02
13;Rengat;1402060;Rengat;14.02.01
14;Kuala Cenaku;1402061;Kuala Cenaku;14.02.10
