No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Sungai Uluk;6108080001;Sungai Uluk;61.06.17.2003
2;Jaras;6108080002;Jaras;61.06.17.2004
3;Kedamin Hilir;6108080003;Kedamin Hilir;61.06.17.1002
4;Kedamin Hulu;6108080004;Kedamin Hulu;61.06.17.1001
5;Melapi;6108080005;Melapi;61.06.17.2005
6;Tanjung Jati;6108080006;Tanjung Jati;61.06.17.2015
7;Kedamin Darat;6108080007;Kedamin Darat;61.06.17.2014
8;Sayut;6108080008;Sayut;61.06.17.2016
9;Suka Maju;6108080009;Suka Maju;61.06.17.2018
10;Cempaka Baru;6108080010;Cempaka Baru;61.06.17.2019
11;Beringin Jaya;6108080011;Beringin Jaya;61.06.17.2020
12;Bungan Jaya;6108080012;Bungan Jaya;61.06.17.2021
13;Tanjung Lokang;6108080013;Tanjunglokang;61.06.17.2022
14;Urang Unsa;6108080014;Urang Unsa;61.06.17.2017
15;Kereho;6108080015;Kereho;61.06.17.2023
16;'Ingko'' Tambe';6108080016;Ingko' Tambe;61.06.17.2024
