No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Sempurna;6106110001;Sempurna;61.04.07.2002
2;Riam Bunut;6106110002;Riam Bunut;61.04.07.2001
3;Bengaras;6106110003;Bengaras;61.04.07.2003
4;Sukaramai;6106110004;Sukaramai;61.04.07.2005
5;Sepotong;6106110005;Sepotong;61.04.07.2004
6;Tanjung Beringin;6106110006;Tanjung Beringin;61.04.07.2006
7;Bayunsari;6106110007;Bayun Sari;61.04.07.2009
8;Harapan Baru;6106110008;Harapan Baru;61.04.07.2007
9;Randau Limat;6106110009;Randau Limat;61.04.07.2008
10;Tanjung Maju;6106110010;Tanjung Maju;61.04.07.2011
11;Sungai Daka;6106110011;Sungai Daka;61.04.07.2012
12;Mekar Harapan;6106110012;Mekar Harapan;61.04.07.2013
13;Sinar Kuri;6106110013;Sinar Kuri;61.04.07.2014
14;Teluk Bayur;6106110014;Teluk Bayur;61.04.07.2010
15;Selangkut Raya;6106110015;Selangkut Raya;61.04.07.2015
16;Lanjut Mekar Sari;6106110016;Lanjut Mekar Sari;61.04.07.2016
17;Kepari;6106110017;Kepari;61.04.07.2017
18;Teluk Mutiara;6106110018;Teluk Mutiara;61.04.07.2018
19;Merabu Jaya;6106110019;Merabu Jaya;61.04.07.2019
