No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Montorna;3529110001;Montorna;35.29.13.2001
2;Prancak;3529110002;Prancak;35.29.13.2002
3;Campaka;3529110003;Campaka;35.29.13.2003
4;Rajun;3529110004;Rajun;35.29.13.2004
5;Lebeng Timur;3529110005;Lebeng Timur;35.29.13.2005
6;Lebeng Barat;3529110006;Lebeng Barat;35.29.13.2006
7;Soddara;3529110007;Soddara;35.29.13.2007
8;Pasongsongan;3529110008;Pasongsongan;35.29.13.2008
9;Panaongan;3529110009;Panaongan;35.29.13.2010
10;Padangdangan;3529110010;Padangdangan;35.29.13.2009
