No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Widuwakiya;9436020001;Widuwakiya;91.28.04.2003
2;Digibagata;9436020002;Digibagata;91.28.04.2006
3;Ayatei;9436020003;Ayatei;91.28.04.2008
4;Diyai;9436020004;Diyai;91.28.04.2010
5;Onago;9436020005;Onago;91.28.04.2004
6;Tenedagi;9436020006;Tenedagi;91.28.04.2009
7;Gakokebo;9436020007;Gakokebo;91.28.04.2001
8;Widimey;9436020008;Widimei;91.28.04.2012
9;Yinudoba;9436020009;---;---
10;Piyakedimi;9436020010;Piyekedimi;91.28.04.2007
11;Wagomani;9436020011;Wagomani;91.28.04.2005
12;Demago;9436020012;Demago;91.28.04.2002
13;Yipai;9436020013;Yipai;91.28.04.2015
14;Diyai Ii;9436020014;Diyai Ii;91.28.04.2016
15;Onago Ii;9436020015;Onago Ii;91.28.04.2020
16;Meyepa;9436020016;Meyepa;91.28.04.2017
17;Kogemani;9436020017;Kogemani;91.28.04.2018
18;Yagu;9436020018;Yagu;91.28.04.2013
19;Obai;9436020019;Obai;91.28.04.2014
20;Epanai;9436020020;Epanai;91.28.04.2022
21;Digikotu;9436020021;Digikotu;91.28.04.2019
22;Maatadi;9436020022;Maatadi;91.28.04.2021
