No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Jaya Makmur;1808032001;Jaya Makmur;18.05.29.2008
2;Kahuripan Jaya;1808032002;Kahuripan Jaya;18.05.29.2003
3;Bawang Sakti Jaya;1808032003;Bawang Sakti Jaya;18.05.29.2004
4;Bawang Tirto Mulyo;1808032004;Bawang Tirto Mulyo;18.05.29.2009
5;Mekar Indah Jaya;1808032005;Mekar Indah Jaya;18.05.29.2007
6;Mekar Jaya;1808032006;Mekar Jaya;18.05.29.2005
7;Balai Murni Jaya;1808032007;Balai Murni Jaya;18.05.29.2006
8;Karya Murni Jaya;1808032008;Karya Murni Jaya;18.05.29.2010
9;Panca Karsa Purna Jaya;1808032009;Panca Karsa Purna Jaya;18.05.29.2002
10;Panca Mulia;1808032010;Panca Mulia;18.05.29.2001
