No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Sukolilo;3318010;Sukolilo;33.18.01
2;Kayen;3318020;Kayen;33.18.02
3;Tambakromo;3318030;Tambakromo;33.18.03
4;Winong;3318040;Winong;33.18.04
5;Pucakwangi;3318050;Pucakwangi;33.18.05
6;Jaken;3318060;Jaken;33.18.06
7;Batangan;3318070;Batangan;33.18.07
8;Juwana;3318080;Juwana;33.18.08
9;Jakenan;3318090;Jakenan;33.18.09
10;Pati;3318100;Pati;33.18.10
11;Gabus;3318110;Gabus;33.18.11
12;Margorejo;3318120;Margorejo;33.18.12
13;Gembong;3318130;Gembong;33.18.13
14;Tlogowungu;3318140;Tlogowungu;33.18.14
15;Wedarijaksa;3318150;Wedarijaksa;33.18.15
16;Trangkil;3318160;Trangkil;33.18.21
17;Margoyoso;3318170;Margoyoso;33.18.16
18;Gunung Wungkal;3318180;Gunungwungkal;33.18.17
19;Cluwak;3318190;Cluwak;33.18.18
20;Tayu;3318200;Tayu;33.18.19
21;Dukuhseti;3318210;Dukuhseti;33.18.20
