No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Lembang Baji;7301022001;Lembangbaji;73.01.10.2004
2;Bontomalling;7301022002;Bontomaling;73.01.10.2003
3;Bontobulaeng;7301022003;Bontobulaeng;73.01.10.2001
4;Bontobaru;7301022004;Bontobaru;73.01.10.2002
5;Bontojati;7301022005;Bontojati;73.01.10.2005
6;Ujung;7301022006;Ujung;73.01.10.2006
