No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Paniai Timur;9410030;Paniai Timur;91.08.01
2;Yatamo;9410031;Deiyai Miyo;91.08.31
3;Yatamo;9410031;Yatamo;91.08.20
4;Kebo;9410032;Kebo;91.08.19
5;Pugo Dagi;9410033;Pugo Dagi;91.08.24
6;Wege Muka;9410034;Wegee Muka;91.08.22
7;Wegee Bino;9410035;Wegee Bino;91.08.23
8;Yagai;9410036;Yagai;91.08.28
9;Deiyai Miyo;9410037;Deiyai Miyo;91.08.31
10;Deiyai Miyo;9410037;Yatamo;91.08.20
11;Bibida;9410040;Bibida;91.08.09
12;Dumadama;9410041;Dumadama;91.08.12
13;Dumadama;9410041;Dogomo;91.08.32
14;Dogomo;9410042;Dogomo;91.08.32
15;Dogomo;9410042;Dumadama;91.08.12
16;Aradide;9410070;Aradide;91.08.04
17;Ekadide;9410071;Ekadide;91.08.21
18;Aweida;9410072;Aweida;91.08.33
19;Fajar Timur;9410073;---;---
20;Topiyai;9410074;Topiyai;91.08.34
21;Paniai Barat;9410080;Paniai Barat;91.08.02
22;Siriwo;9410081;Siriwo;91.08.13
23;Muye;9410082;Muye;91.08.25
24;Nakama;9410083;Nakama;91.08.26
25;Teluk Deya;9410084;Teluk Deya;91.08.27
26;Bogobaida;9410090;Youtadi;91.08.29
27;Bogobaida;9410090;Baya Biru;91.08.30
28;Bogobaida;9410090;Bogabaida;91.08.07
29;Youtadi;9410091;Baya Biru;91.08.30
30;Youtadi;9410091;Youtadi;91.08.29
31;Youtadi;9410091;Bogabaida;91.08.07
32;Baya Biru;9410092;Baya Biru;91.08.30
33;Baya Biru;9410092;Youtadi;91.08.29
34;Baya Biru;9410092;Bogabaida;91.08.07
