No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Sungai Beremas;1312010;Sungaiberemas;13.12.01
2;Ranah Batahan;1312020;Ranah Batahan;13.12.07
3;Koto Balingka;1312030;Koto Balingka;13.12.08
4;Sungai Aur;1312040;Sungaiaur;13.12.09
5;Lembah Malintang;1312050;Lembah Melintang;13.12.02
6;Gunung Tuleh;1312060;Gunungtuleh;13.12.06
7;Talamau;1312070;Talamau;13.12.04
8;Pasaman;1312080;Pasaman;13.12.03
9;Luhak Nan Duo;1312090;Luhak Nan Duo;13.12.10
10;Sasak Ranah Pasisie;1312100;Sasak Ranah Pesisir;13.12.11
11;Kinali;1312110;Kinali;13.12.05
