No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Ulu Rawas;1613010;Ulu Rawas;16.13.07
2;Karang Jaya;1613020;Karang Jaya;16.13.06
3;Rawas Ulu;1613030;Rawas Ulu;16.13.02
4;Rupit;1613040;Rupit;16.13.01
5;Karang Dapo;1613050;Karang Dapo;16.13.05
6;Rawas Ilir;1613060;Rawas Ilir;16.13.04
7;Nibung;1613070;Nibung;16.13.03
