No;Nama Kabupaten / Kota;Kode Kabupaten / Kota;Nama Kabupaten / Kota;Kode Kabupaten / Kota
1;Lombok Barat;5201;Kab. Lombok Barat;52.01
2;Lombok Tengah;5202;Kab. Lombok Tengah;52.02
3;Lombok Timur;5203;Kab. Lombok Timur;52.03
4;Sumbawa;5204;Kab. Sumbawa;52.04
5;Dompu;5205;Kab. Dompu;52.05
6;Bima;5206;Kab. Bima;52.06
7;Sumbawa Barat;5207;Kab. Sumbawa Barat;52.07
8;Lombok Utara;5208;Kab. Lombok Utara;52.08
9;Mataram;5271;Kota Mataram;52.71
10;Bima;5272;Kota Bima;52.72
