No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Mekakau Ilir;1608010;Mekakau Ilir;16.09.08
2;Banding Agung;1608020;Banding Agung;16.09.03
3;Warkuk Ranau Selatan;1608021;Warkuk Ranau Selatan;16.09.13
4;Buay Pematang Ribu Ranau Tengah;1608022;Buay Pematang Ribu Ranau Tengah;16.09.12
5;Buay Pemaca;1608030;Buay Pemaca;16.09.09
6;Simpang;1608040;Simpang;16.09.05
7;Buana Pemaca;1608041;Buana Pemaca;16.09.17
8;Muaradua;1608050;Muara Dua;16.09.01
9;Buay Rawan;1608051;Buay Rawan;16.09.19
10;Buay Sandang Aji;1608060;Buay Sandang Aji;16.09.06
11;Tiga Dihaji;1608061;Tiga Dihaji;16.09.18
12;Buay Runjung;1608070;Buay Runjung;16.09.07
13;Runjung Agung;1608071;Runjung Agung;16.09.14
14;Kisam Tinggi;1608080;Kisam Tinggi;16.09.10
15;Muaradua Kisam;1608090;Muara Dua Kisam;16.09.04
16;Kisam Ilir;1608091;Kisam Ilir;16.09.11
17;Pulau Beringin;1608100;Pulau Beringin;16.09.02
18;Sindang Danau;1608101;Sindang Danau;16.09.16
19;Sungai Are;1608102;Sungai Are;16.09.15
