No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Gandaria Utara;3171060001;Gandaria Utara;31.74.07.1009
2;Cipete Utara;3171060002;Cipete Utara;31.74.07.1010
3;Pulo;3171060003;Pulo;31.74.07.1007
4;Petogogan;3171060004;Petogogan;31.74.07.1008
5;Melawai;3171060005;Melawai;31.74.07.1001
6;Kramat Pela;3171060006;Kramat Pela;31.74.07.1003
7;Gunung;3171060007;Gunung;31.74.07.1002
8;Selong;3171060008;Selong;31.74.07.1004
9;Rawa Barat;3171060009;Rawa Barat;31.74.07.1005
10;Senayan;3171060010;Senayan;31.74.07.1006
