No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Suka Bandung;1701051001;Suka Bandung;17.01.08.2009
2;Penandingan;1701051002;Penandingan;17.01.08.2008
3;Maras;1701051003;Maras;17.01.08.2010
4;Keban Jati;1701051004;Keban Jati;17.01.08.2001
5;Tanjung Beringin;1701051005;Tanjung Beringin;17.01.08.2002
6;Palak Bengkerung;1701051006;Palak Bengkerung;17.01.08.2005
7;Suka Negeri;1701051007;Suka Negeri;17.01.08.2003
8;Pino Baru;1701051008;Pino Baru;17.01.08.2007
9;Suka Maju;1701051009;Sukamaju;17.01.08.2006
10;Sukarami;1701051010;Sukarami;17.01.08.2004
