No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Sawangan;3307050001;Sawangan;33.07.05.2001
2;Lipursari;3307050002;Lipursari;33.07.05.2002
3;Selokromo;3307050003;Selokromo;33.07.05.2003
4;Sojokerto;3307050004;Sojokerto;33.07.05.2004
5;Besani;3307050005;Besani;33.07.05.2005
6;Leksono;3307050006;Leksono;33.07.05.1006
7;Jlamprang;3307050007;Jlamprang;33.07.05.2007
8;Wonokerto;3307050008;Wonokerto;33.07.05.2008
9;Jonggolsari;3307050019;Jonggolsari;33.07.05.2009
10;Timbang;3307050020;Timbang;33.07.05.2011
11;Kalimendong;3307050021;Kalimendong;33.07.05.2010
12;Manggis;3307050029;Manggis;33.07.05.2014
13;Durensawit;3307050030;Durensawit;33.07.05.2013
14;Pacarmulyo;3307050031;Pacarmulyo;33.07.05.2012
