No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Kajar;3317030001;Kajar;33.17.03.2001
2;Timbrangan;3317030002;Timbrangan;33.17.03.2002
3;Tegaldowo;3317030003;Tegaldowo;33.17.03.2003
4;Pasucen;3317030004;Pasucen;33.17.03.2004
5;Suntri;3317030005;Suntri;33.17.03.2005
6;Dowan;3317030006;Dowan;33.17.03.2006
7;Trembes;3317030007;Trembes;33.17.03.2007
8;Gunem;3317030008;Gunem;33.17.03.2008
9;Kulutan;3317030009;Kulutan;33.17.03.2009
10;Sidomulyo;3317030010;Sidomulyo;33.17.03.2010
11;Telgawah;3317030011;Telgawah;33.17.03.2011
12;Sendangmulyo;3317030012;Sendangmulyo;33.17.03.2012
13;Panohan;3317030013;Panohan;33.17.03.2013
14;Demaan;3317030014;Demaan;33.17.03.2014
15;Banyuurip;3317030015;Banyuurip;33.17.03.2015
16;Sambongpayak;3317030016;Sambungpayak;33.17.03.2016
