No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Sine;3521010;Sine;35.21.01
2;Ngrambe;3521020;Ngrambe;35.21.02
3;Jogorogo;3521030;Jogorogo;35.21.03
4;Kendal;3521040;Kendal;35.21.04
5;Geneng;3521050;Geneng;35.21.05
6;Gerih;3521051;Gerih;35.21.18
7;Kwadungan;3521060;Kwadungan;35.21.06
8;Pangkur;3521070;Pangkur;35.21.14
9;Karangjati;3521080;Karangjati;35.21.07
10;Bringin;3521090;Bringin;35.21.15
11;Padas;3521100;Padas;35.21.08
12;Kasreman;3521101;Kasreman;35.21.19
13;Ngawi;3521110;Ngawi;35.21.09
14;Paron;3521120;Paron;35.21.10
15;Kedunggalar;3521130;Kedunggalar;35.21.11
16;Pitu;3521140;Pitu;35.21.16
17;Widodaren;3521150;Widodaren;35.21.12
18;Mantingan;3521160;Mantingan;35.21.13
19;Karanganyar;3521170;Karanganyar;35.21.17
