No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Padang Panjang Barat;1374010;Padang Panjang Barat;13.74.02
2;Padang Panjang Timur;1374020;Padang Panjang Timur;13.74.01
