No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Kemang;1603091007;Kemang;16.03.17.2013
2;Lembak;1603091008;Lembak;16.03.17.2012
3;Sungai Duren;1603091009;Sungai Duren;16.03.17.2010
4;Tapus;1603091010;Tapus;16.03.17.2011
5;Petanang;1603091011;Petanang;16.03.17.2007
6;Talang Nangka;1603091012;Talang Nangka;16.03.17.2008
7;Alai;1603091013;Alai;16.03.17.2009
8;Tanjung Baru;1603091017;Tanjung Baru;16.03.17.2019
9;Lubuk Enau;1603091020;Lubuk Enau;16.03.17.2014
10;Alai Selatan;1603091021;Alai Selatan;16.03.17.2015
