No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Fatu Ulan;5304090006;Fatuulan;53.02.10.2007
2;Tesi Ayofanu;5304090007;Tesiayofanu;53.02.10.2008
3;Belle;5304090008;Belle;53.02.10.2004
4;Nekmese;5304090009;Nekmese;53.02.10.2010
5;Boti;5304090010;Boti;53.02.10.2006
6;Oenai;5304090011;Oenai;53.02.10.2003
7;Oinlasi;5304090012;Oinlasi;53.02.10.2009
8;Napi;5304090013;Napi;53.02.10.2005
9;Fallas;5304090014;Falas;53.02.10.2002
10;Pili;5304090015;Pilli;53.02.10.2001
11;Enonapi;5304090016;Eno Napi;53.02.10.2011
12;Naileu;5304090017;Naile'u;53.02.10.2013
13;Fatukusi;5304090018;Fatukusi;53.02.10.2012
