No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Bohorok;1213010;Bahorok;12.05.01
2;Sirapit;1213011;Sirapit;12.05.21
3;Salapian;1213020;Salapian;12.05.02
4;Kutambaru;1213021;Kutambaru;12.05.22
5;Sei Bingai;1213030;Sei Bingei;12.05.04
6;Kuala;1213040;Kuala;12.05.03
7;Selesai;1213050;Selesai;12.05.06
8;Binjai;1213060;Binjai;12.05.05
9;Stabat;1213070;Stabat;12.05.07
10;Wampu;1213080;Wampu;12.05.08
11;Batang Serangan;1213090;Batang Serangan;12.05.19
12;Sawit Seberang;1213100;Sawit Seberang;12.05.20
13;Padang Tualang;1213110;Padang Tualang;12.05.12
14;Hinai;1213120;Hinai;12.05.10
15;Secanggang;1213130;Secanggang;12.05.09
16;Tanjung Pura;1213140;Tanjung Pura;12.05.11
17;Gebang;1213150;Gebang;12.05.13
18;Babalan;1213160;Babalan;12.05.14
19;Sei Lepan;1213170;Sei Lepan;12.05.17
20;Brandan Barat;1213180;Berandan Barat;12.05.18
21;Besitang;1213190;Besitang;12.05.16
22;Pangkalan Susu;1213200;Pangkalan Susu;12.05.15
23;Pematang Jaya;1213201;Pematang Jaya;12.05.23
