No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Komodo;5315010;Komodo;53.15.05
2;Boleng;5315011;Boleng;53.15.06
3;Sano Nggoang;5315020;Sano Nggoang;53.15.04
4;Mbeliling;5315021;Mbeliling;53.15.10
5;Lembor;5315030;Lembor;53.15.03
6;Welak;5315031;Welak;53.15.07
7;Lembor Selatan;5315032;Lembor Selatan;53.15.09
8;Kuwus;5315040;Kuwus;53.15.02
9;Kuwus;5315040;Kuwus Barat;53.15.12
10;Ndoso;5315041;Ndoso;53.15.08
11;Kuwus Barat;5315042;Kuwus Barat;53.15.12
12;Kuwus Barat;5315042;Kuwus;53.15.02
13;Macang Pacar;5315050;Pacar;53.15.11
14;Macang Pacar;5315050;Macang Pacar;53.15.01
15;Pacar;5315051;Pacar;53.15.11
16;Pacar;5315051;Macang Pacar;53.15.01
