No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Raba Engge;5317050001;Raba Ege;53.18.04.2013
2;Kalembu Tilu;5317050002;Kalimbu Tillu;53.18.04.2008
3;Wee Kombaka;5317050003;Wee Kombaka;53.18.04.2005
4;Menne Ate;5317050004;Menne Ate;53.18.04.2011
5;Wali Ate;5317050005;Wali Ate;53.18.04.2003
6;Kalembu Weri;5317050006;Kalembu Weri;53.18.04.2002
7;Kabali Dana;5317050007;Kabali Dana;53.18.04.2004
8;Watu Lambara;5317050008;Watu Labara;53.18.04.2007
9;Waimangura;5317050009;Waimangura;53.18.04.2001
10;Reda Pada;5317050011;Reda Pada;53.18.04.2012
11;Marokota;5317050012;Marokota;53.18.04.2006
12;Kalembu Kanaika;5317050015;Kalembu Kanaika;53.18.04.2016
13;Wee Kura;5317050016;Wee Kura;53.18.04.2018
14;Laga Lete;5317050017;Laga Lete;53.18.04.2017
15;Tawo Rara;5317050018;Tawo Rara;53.18.04.2020
16;Lua Koba;5317050019;Lua Koba;53.18.04.2019
17;Kalaki Kambe;5317050020;Kalaki Kambe;53.18.04.2015
18;Sangu Ate;5317050021;Sangu Ate;53.18.04.2021
19;Pero;5317050022;Pero;53.18.04.2023
20;Lolo Ole;5317050023;Lolo Ole;53.18.04.2022
