No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Gerokgak;5108010;Gerokgak;51.08.01
2;Seririt;5108020;Seririt;51.08.02
3;Busungbiu;5108030;Busung Biu;51.08.03
4;Banjar;5108040;Banjar;51.08.04
5;Sukasada;5108050;Sukasada;51.08.05
6;Buleleng;5108060;Buleleng;51.08.06
7;Sawan;5108070;Sawan;51.08.07
8;Kubutambahan;5108080;Kubutambahan;51.08.08
9;Tejakula;5108090;Tejakula;51.08.09
