No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Semangus;1612010001;Semangus;16.12.01.2009
2;Benakat Minyak;1612010002;Benakat Minyak;16.12.01.2014
3;Sungai Baung;1612010003;Sungai Baung;16.12.01.2008
4;Talang Ubi Barat;1612010004;Talang Ubi Barat;16.12.01.1010
5;Pasar Bhayangkara;1612010005;Pasar Bhayangkara;16.12.01.1017
6;Talang Ubi Selatan;1612010006;Talang Ubi Selatan;16.12.01.1012
7;Talang Ubi Timur;1612010007;Talang Ubi Timur;16.12.01.1003
8;Handayani Mulia;1612010008;Handayani Mulya;16.12.01.1018
9;Simpang Tais;1612010009;Simpang Tais;16.12.01.2020
10;Talang Bulang;1612010010;Talang Bulang;16.12.01.2001
11;Benuang;1612010011;Benuang;16.12.01.2002
12;Beruge Darat;1612010012;Beruge Darat;16.12.01.2019
13;Kertadewa;1612010013;Karta Dewa;16.12.01.2006
14;Sinar Dewa;1612010014;Sinar Dewa;16.12.01.2013
15;Panta Dewa;1612010015;Panta Dewa;16.12.01.2007
16;Sungai Ibul;1612010016;Sungai Ibul;16.12.01.2005
17;Sukamaju;1612010017;Suka Maju;16.12.01.2015
18;Talang Ubi Utara;1612010018;Talang Ubi Utara;16.12.01.1011
19;Suka Damai;1612010019;Suka Damai;16.12.01.2016
20;Talang Akar;1612010020;Talang Akar;16.12.01.2004
