No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Pp. Kur;8172010;Pulau-pulau Kur;81.72.04
2;Kur Selatan;8172011;Kur Selatan;81.72.05
3;Tayando Tam;8172020;Tayando Tam;81.72.03
4;Pulau Dullah Utara;8172030;Pulau Dullah Utara;81.72.01
5;Pulau Dullah Selatan;8172040;Pulau Dullah Selatan;81.72.02
